Map Name,W(1/100),H(1/100),Cap/Gen,Capacity,SP,Avg.LV,Avg.HP,Avg.Exp,Avg.Exp/Gen,Monsters,Limit Portal,Teleport Limit
Stone Colossus Body : Stone Colossus Torso 3,18,9,18,27,18,161,3522400,15563,280134,{'Corrupted Tree Spirit': '18'},0,0
Commerci Republic : Sospetto Forest Clearing,23,7,10,10,13,161,17846153,26916,269160,"{'Nightcutter Assassin': '4', 'Nightwhip Assassin': '5', 'Nightpriest Assassin': '4'}",0,1
Zipangu : Hunting Lodge,27,6,11,11,12,161,5786245,24056,264616,"{'Black Boogie': '1', 'Dark Specter': '6', 'Sleepy Ghost': '5'}",0,0
Zipangu : Vanished Village,32,5,10,13,10,161,5950014,24577,245770,"{'Blue Boogie': '1', ""Tengu's Shadow"": '1', 'Paper Lantern Ghost': '3', 'Black Crow': '5'}",0,0
Time Lane : Detour to Oblivion 1,20,10,17,20,17,160,16896000,45123,767091,"{'[*] Eye of Time': '2', '[*] Oblivion Monk': '15'}",0,0
Zipangu : Showa Street 1,31,6,21,21,24,160,3097856,15844,332724,"{'Yakuza Soldier': '16', 'Yakuza Grunt': '8'}",0,0
Stone Colossus Body : Stone Colossus Torso 2,18,10,17,27,17,160,3438164,15255,259335,"{'Polluted Tree Spirit': '10', 'Corrupted Tree Spirit': '7'}",0,0
Zipangu : The Secret Spa (M),23,9,16,20,16,160,3379200,15041,240656,{'Silver Slime': '16'},0,1
Zipangu : The Secret Spa (F),23,9,16,20,16,160,3379200,15041,240656,{'Silver Slime': '16'},0,1
Zipangu : Deserted House,14,10,10,10,13,160,5485245,22928,229280,"{'Red Boogie': '1', 'Field Fox': '9', 'Night Fox': '2', 'Blue Mushdad': '1(180)'}",0,0
Stone Colossus Body : Stone Colossus Torso 1,24,9,12,27,14,160,3379200,15041,180492,{'Polluted Tree Spirit': '14'},0,0
Zipangu : Armory,32,5,12,13,14,160,3379200,15041,180492,{'Dusk Viper': '14'},1,1
Zipangu : Village Entrance,32,6,9,13,9,160,5674350,19654,176886,{'Crow': '9'},0,0
Zipangu : Towards the Graveyard,25,13,8,14,12,160,4055040,18049,144392,"{'Dark Specter': '8', 'Mammoth Moon Bunny': '4(100)'}",0,0
Commerci Republic : Sospetto Forest Outskirts,18,8,8,8,10,160,660000,7464,59712,{'Nightcutter Assassin': '10'},0,0
Colossus Road : Swarm Stronghold,19,12,23,30,23,159,12144000,43386,997878,{'[*] General Hornet': '23'},0,0
Kerning Tower : 4F Music Shops <4>,26,9,23,23,23,159,12144000,43386,997878,{'[*] Red Headphones': '23'},0,0
Kerning Tower : 4F Music Shops <5>,24,9,21,21,23,159,12144000,43386,911106,{'[*] Yellow Headphones': '23'},0,0
Colossus Road : Swarm Habitat 3,22,9,14,30,14,158,3166100,14205,198870,"{'Poison Hornet': '7', 'General Hornet': '7'}",0,0
Commerci Republic : Sospetto Forest Trail,19,8,9,9,13,158,310000,4843,43587,{'Dusky Lupo': '13'},0,0
Kerning Tower : 3F Arts & Entertainment Shops <4>,26,8,28,29,28,157,11092500,40143,1124004,{'[*] Blue Notebook': '28'},0,0
Kerning Tower : 3F Arts & Entertainment Shops <5>,24,8,27,27,28,157,11092500,40143,1083861,{'[*] Green Notebook': '28'},0,0
Honnou-ji : Honnou-ji Temple Plaza,45,4,40,40,40,157,2218500,13381,535240,{'Oda Samurai Captain': '40(5)'},1,1
Colossus Road : Swarm Habitat 2,19,10,14,30,14,157,3016200,13624,190736,"{'Hornet': '8', 'Poison Hornet': '6'}",0,0
Colossus Road : Swarm Habitat 1,19,8,14,30,14,157,2958000,13381,187334,{'Hornet': '14'},0,0
Commerci Republic : Suspicious Forest Entrance,20,9,9,9,11,157,300000,4705,42345,{'Dirty Lupo': '11'},0,0
Stone Colossus Exploration Site : Colossus East Road 3,26,9,18,30,18,156,2824600,12878,231804,{'Dark Flora': '18'},0,0
Kerning Tower : 2F Cafe <4>,26,8,24,29,24,155,10101000,36975,887400,{'[*] Enraged Espresso Machine': '24'},0,0
Kerning Tower : 2F Cafe <5>,24,8,24,27,24,155,10101000,36975,887400,{'[*] Grape Jelly Juice': '24'},0,0
Honnou-ji : Honnou-ji Southern Grounds,44,4,39,39,39,155,2020200,12325,480675,{'Oda Warrior': '39(5)'},1,1
Kerning Tower : 6F Hair Salons <2>,26,9,21,21,25,155,2020200,12325,258825,"{'Harried Hair Roller': '11', 'Peeved Perm Machine': '14'}",0,0
Kerning Tower : 6F Hair Salons <3>,26,9,21,21,25,155,2020200,12325,258825,{'Peeved Perm Machine': '25'},0,0
Kerning Tower : 5F Cosmetics Shops <3>,25,8,20,21,20,155,2020200,12325,246500,{'Deadly Dressing Table': '20'},0,0
Kerning Tower : 6F Hair Salons <1>,26,9,20,21,20,155,2020200,12325,246500,{'Harried Hair Roller': '20'},0,0
Stone Colossus Exploration Site : Colossus East Road 2,16,14,15,31,15,155,2754733,12582,188730,"{'Flora': '8', 'Dark Flora': '7'}",0,0
Stone Colossus Exploration Site : Colossus East Road 1,21,11,14,30,14,155,2693600,12324,172536,{'Flora': '14'},0,0
Kerning Tower : 5F Cosmetics Shops <1>,26,9,21,21,22,154,1919700,11832,248472,{'Killer Cosmetics': '22'},0,0
Kerning Tower : 5F Cosmetics Shops <2>,25,8,20,21,20,154,1969950,12078,241560,"{'Killer Cosmetics': '10', 'Deadly Dressing Table': '10'}",0,0
Time Lane : Road to Oblivion 5,24,10,15,22,15,154,1919700,11832,177480,{'Chief Oblivion Guardian': '15'},0,0
Stone Colossus Exploration Site : Colossus Dangerous Road,17,12,14,30,14,154,2559600,11831,165634,{'Poison Mantis': '14'},0,0
Momiji Hills : Hidden Field of Momiji Hills 2,19,9,21,21,24,153,1868650,13040,273840,"{'Contaminated Goblin 1': '13', 'Contaminated Goblin 2': '11'}",1,1
Kerning Tower : 4F Music Shops <3>,26,9,21,21,22,153,1825200,11294,237174,{'Red Headphones': '22'},0,0
Momiji Hills : Hidden Field of Momiji Hills 1,19,10,18,21,18,153,1872600,13063,235134,"{'Contaminated Goblin 1': '9', 'Contaminated Goblin 2': '9'}",1,1
Stone Colossus Exploration Site : Colossus West Road 3,23,10,18,28,18,153,2433600,11293,203274,{'Blood Mantis': '18'},0,0
Kerning Tower : 4F Music Shops <2>,26,9,21,21,22,152,1783063,11074,232554,"{'Yellow Headphones': '10', 'Red Headphones': '12'}",0,0
Momiji Hills : Near Momiji Hills 3,19,9,18,21,19,152,1733000,12311,221598,{'Seasoned Oda Scout': '19'},1,1
Kerning Tower : 4F Music Shops <1>,28,9,19,23,19,152,1732500,10811,205409,{'Yellow Headphones': '19'},0,0
Time Lane : Road to Oblivion 4,20,14,16,24,16,152,1849987,11451,183216,"{'Eye of Time': '1', 'Oblivion Guardian': '3', 'Chief Oblivion Guardian': '12'}",0,0
Stone Colossus Exploration Site : Colossus West Road 1,21,11,13,27,13,152,2310000,10811,140543,{'Mantis': '13'},0,0
Stone Colossus Exploration Site : Colossus West Road 2,21,8,12,27,12,152,2371800,11052,132624,"{'Mantis': '6', 'Blood Mantis': '6'}",0,0
Commerci Republic : Canal 4,27,7,12,12,15,152,250000,4004,48048,{'Voodoo Delfino': '15'},0,0
Kerning Tower : 3F Arts & Entertainment Shops <3>,26,8,24,24,28,151,1641600,10286,246864,{'Blue Notebook': '28'},0,0
Time Lane : Road to Oblivion 2,20,13,21,22,21,151,1701800,10646,223566,"{'Eye of Time': '1', 'Oblivion Monk Trainee': '20'}",0,0
Time Lane : Road to Oblivion 3,28,7,13,22,13,151,1711753,10687,138931,"{'Eye of Time': '2', 'Oblivion Guardian': '11'}",0,0
Commerci Republic : Canal 3,27,9,12,12,14,151,240000,3861,46332,{'Sureshot Delfino': '14'},0,0
Minar Forest : The Dragon Nest Left Behind 2,16,17,19,27,19,150,8284736,31219,593161,"{'[*]Skelegon': '8', '[*]Skelosaurus': '11'}",0,0
Minar Forest : The Dragon Nest Left Behind 1,16,17,17,27,17,150,8185764,30906,525402,"{'[*]Skelegon': '8', '[*]Skelosaurus': '9'}",0,0
Momiji Hills : Near Momiji Hills 2,19,9,21,21,24,150,1682625,12026,252546,"{'Seasoned Oda Warrior': '13', 'Seasoned Oda Scout': '11'}",1,1
Kerning Tower : 3F Arts & Entertainment Shops <2>,26,8,24,24,29,150,1616787,10166,243984,"{'Green Notebook': '13', 'Blue Notebook': '16'}",0,0
Kerning Tower : 3F Arts & Entertainment Shops <1>,26,8,20,21,20,150,1586250,10019,200380,{'Green Notebook': '20'},0,0
Momiji Hills : Near Momiji Hills 1,19,10,17,21,17,150,1640000,11786,200362,{'Seasoned Oda Warrior': '17'},1,1
Hidden Street : The Restoring Memory,16,17,17,22,17,150,1637152,8584,145928,"{'Skelegon': '8', 'Skelosaurus': '9'}",0,0
Minar Forest : Peak of the Big Nest,16,10,11,11,11,150,1643563,8612,94732,"{'Skelegon': '5', 'Skelosaurus': '6'}",0,0
Minar Forest : Dangerous Dragon Nest,16,14,11,16,11,150,1586250,8349,91839,{'Nest Golem': '11'},0,0
Minar Forest : Nest of a Dead Dragon,16,14,20,20,23,149,7909826,30032,600640,"{'[*]Skelegon': '14', '[*]Skelosaurus': '9'}",0,0
Commerci Republic : Canal 6,25,7,11,11,17,149,11264705,17031,187341,"{'Cutthroat Delfino': '5', 'Sureshot Delfino': '5', 'Voodoo Delfino': '4', 'Ripclaw Delfino': '3'}",0,1
Commerci Republic : Canal 5,25,7,11,11,13,149,11153846,17026,187286,"{'Cutthroat Delfino': '4', 'Sureshot Delfino': '3', 'Voodoo Delfino': '3', 'Ripclaw Delfino': '3'}",0,1
Time Lane : Road to Oblivion 1,20,10,17,18,17,149,1576447,9940,168980,"{'Eye of Time': '2', 'Oblivion Monk': '15'}",0,0
Kerning Tower : 2F Cafe <3>,26,8,29,29,31,148,1486887,9494,275326,"{'Grape Jelly Juice': '26', 'Enraged Espresso Machine': '5'}",0,0
Commerci Republic : Canal 2,27,7,12,12,16,148,225000,3661,43932,{'Ripclaw Delfino': '16'},0,0
Kerning Tower : 2F Cafe <2>,26,8,29,29,31,147,1473300,9427,273383,"{'Blue Raspberry Jelly Juice': '8', 'Grape Jelly Juice': '18', 'Enraged Espresso Machine': '5'}",0,0
The Bund : Diabolic Jiangshi Base,19,9,15,17,16,147,2851200,14698,220470,"{'Poison Jiangshi': '15', 'Diabolic Jiangshi': '1(900)'}",0,0
Time Lane : Road of Regrets 4,24,14,21,32,22,147,1466386,9396,197316,"{'Eye of Time': '3', 'Qualm Guardian': '2', 'Chief Qualm Guardian': '17'}",0,0
Kerning Tower : 2F Cafe <1>,26,8,21,24,22,147,1435254,9237,193977,"{'Blue Raspberry Jelly Juice': '20', 'Enraged Espresso Machine': '2'}",0,0
Shaolin Temple : Sutra Depository 5-6 F,14,10,11,11,14,147,1547794,11810,129910,"{'Mini Gold Martial Artist': '8', 'Golden Giant': '6'}",0,1
Commerci Republic : Canal 1,27,7,12,12,12,147,220000,3594,43128,{'Cutthroat Delfino': '12'},0,0
The Bund : Jiangshi Den 2,16,12,17,19,17,146,2747700,14285,242845,{'Blood Jiangshi': '17'},0,0
Mount Song - Shaolin Area : Mountainside,22,13,21,21,24,146,1373850,10714,224994,"{'White Tiger Swordsman': '10', 'Eagle Swordsman': '14'}",0,1
Kerning Tower : B1 Electronics Store <2>,26,9,24,24,25,146,1373850,8928,214272,{'Next-gen Speaker': '25'},0,0
Kerning Tower : B1 Electronics Store <3>,26,9,24,24,25,146,1373850,8928,214272,{'Next-gen Speaker': '25'},0,0
Mount Song - Shaolin Area : Mountain Path 2,19,13,18,18,21,146,1373850,10714,192852,"{'White Tiger Swordsman': '12', 'Eagle Swordsman': '9'}",0,1
Time Lane : Road of Regrets 3,20,13,19,31,19,146,1416600,9114,173166,"{'Eye of Time': '3', 'Qualm Guardian': '16'}",0,0
Forest of Tranquility : Path of Stone 2,24,9,16,16,20,146,1373850,10714,171424,{'Haunted Graystone': '20'},0,1
Forest of Tranquility : Path of Stone 3,24,9,16,16,18,146,1373850,10714,171424,{'Haunted River Rock': '18'},0,1
Forest of Tranquility : Path of Stone 1,24,9,16,16,16,146,1373850,10714,171424,{'Haunted Sandstone': '16'},0,1
Time Lane : Road of Regrets 2,18,13,19,30,19,146,1390042,8992,170848,"{'Eye of Time': '2', 'Qualm Monk Trainee': '17'}",0,0
Kerning Tower : B1 Electronics Store <1>,26,8,16,21,16,146,1373850,8928,142848,{'Next-gen Speaker': '16'},0,0
Shaolin Temple : Sutra Depository 7-8 F,14,10,11,11,16,146,1402200,10845,119295,"{'Blue Zhanshi Spirit': '8', 'Haunted Helmet': '8'}",0,1
Shaolin Temple : Sutra Depository 9-10 F,14,10,11,11,16,146,1402200,10845,119295,"{'Red Zhanshi Spirit': '8', 'Haunted Helmet': '8'}",0,1
Shaolin Temple : Sutra Depository 1-2 F,14,8,11,11,16,146,1373850,10714,117854,"{'Mini Bronze Martial Artist': '10', 'Bronze Staffman': '6'}",0,1
Time Lane : Road of Regrets 5,16,10,10,21,10,146,1398600,9032,90320,"{'Eye of Time': '3', 'Chief Qualm Guardian': '7'}",0,0
Mount Song - Shaolin Area : Foot of the Mountain,28,14,28,30,28,145,1326150,10357,289996,"{'Male Thief': '13', 'Female Thief': '15'}",1,1
Mount Song - Shaolin Area : Mountain Path 1,16,19,24,26,24,145,1326150,10357,248568,"{'Male Thief': '14', 'Female Thief': '10'}",0,1
Kerning Square : 7th & 8th Floor Area D,25,7,22,23,22,145,1326150,8631,189882,"{'Greatest Oldies Album': '12', 'Latest Hits Album': '10'}",0,0
Kerning Square : 7th & 8th Floor Area B,25,7,22,23,22,145,1326150,8631,189882,"{'Greatest Oldies Album': '12', 'Latest Hits Album': '10'}",0,0
The Bund : Riverside Path,16,10,14,14,14,145,2254455,12083,169162,{'Traveler Jiangshi': '14'},0,0
The Bund : Jiangshi Den 1,19,9,12,16,12,145,2652300,13810,165720,{'Pale Jiangshi': '12'},0,0
Mount Song - Shaolin Area : Temple Plaza,27,11,16,19,16,145,1326150,10357,165712,"{'Censer': '11', 'Wooden Fish': '5'}",0,1
Time Lane : Road of Regrets 1,28,7,15,31,15,145,1335710,8717,130755,"{'Eye of Time': '2', 'Qualm Monk': '13'}",0,0
Shaolin Temple : Sutra Depository 3-4 F,14,8,11,11,16,145,1409034,10896,119856,"{'Silver Giant': '5', 'Silver Spearman': '11'}",0,1
Minar Forest : Destroyed Dragon Nest,16,13,14,15,14,145,1344728,5336,74704,"{'Jr. Newtie': '5', 'Nest Golem': '1'}",0,0
Commerci Republic : San Commerci West Entrance,37,8,15,17,15,145,210000,3458,51870,{'Calico Timcat': '15'},0,0
Commerci Republic : Commerci West Coast,32,7,15,15,19,145,210000,3458,51870,{'Calico Timcat': '19'},0,0
Nanjing Road : Shopping Center,27,11,16,16,20,144,2169413,11729,187664,{'Shopper Jiangshi': '20'},0,0
Partem : Keeper's Path 6,28,10,25,25,31,143,1227000,8127,203175,{'Searing Ruins Guardian': '31'},0,0
Outskirts of Shanghai : Mount Song Pathway,18,14,19,19,23,143,1254886,7424,141056,"{'Bonkers Cow': '12', 'Mad Plow Ox': '10', 'Mammoth Centipede': '1(300)'}",0,0
Time Lane : Memory Lane 5,20,14,15,31,15,143,1238460,8172,122580,"{'Eye of Time': '3', 'Chief Memory Guardian': '12'}",0,0
Time Lane : Memory Lane 4,28,7,13,31,13,143,1250301,8241,107133,"{'Eye of Time': '1', 'Memory Guardian': '3', 'Chief Memory Guardian': '9'}",0,0
Nanjing Road : Three-way Intersection,29,13,24,29,24,142,1801600,10319,247656,"{'Stoplight Ghost': '22', 'Shopper Jiangshi': '2'}",0,0
Outskirts of Shanghai : Vast Plains,30,11,28,28,32,142,1196381,7169,200732,"{'Loony Sheep': '3', 'Unhinged Goat': '14', 'Batty Goat': '10', 'Bonkers Cow': '5'}",0,0
Partem : Keeper's Path 5,28,10,25,25,42,142,1202887,7983,199575,"{'Frenzied Ruins Sentinel': '21', 'Searing Ruins Guardian': '21'}",0,0
Partem : Keeper's Path 4,28,10,25,25,33,142,1178775,7839,195975,{'Frenzied Ruins Sentinel': '33'},0,0
Hidden Street : The Hidden Dragon Tomb II,21,20,19,40,19,142,1178775,6533,124127,{'Dark Cornian': '19'},0,0
Time Lane : Memory Lane 3,20,10,13,27,13,142,1194876,7948,103324,"{'Eye of Time': '3', 'Memory Guardian': '10'}",0,0
Minar Forest : The Forest That Disappeared,21,16,14,24,14,142,1178775,6533,91462,{'Dark Cornian': '14'},0,0
Commerci Republic : Berry Coast,32,7,15,15,16,142,195000,3250,48750,{'Gray Tomcat': '16'},0,0
Minar Forest : Black Wyvern's Nest,16,21,19,26,20,141,5671500,22782,432858,{'[*]Dark Wyvern': '20'},0,0
Minar Forest : Canyon : West Road,8,21,13,13,19,141,5671500,22782,296166,{'[*]Dark Wyvern': '19'},0,0
Partem : Keeper's Path 3,28,10,25,25,32,141,1134300,7594,189850,{'Broiling Ruins Guardian': '32'},0,0
Time Lane : Memory Lane 2,20,14,20,33,20,141,1165128,7765,155300,"{'Eye of Time': '3', 'Memory Monk Trainee': '17'}",0,0
Outskirts of Shanghai : Abandoned Farms,24,12,18,29,18,141,1154946,6959,125262,"{'Nutty Sheep': '8', 'Loony Sheep': '7', 'Unhinged Goat': '3'}",0,0
Minar Forest : Canyon : East Road,8,22,12,15,13,141,1134300,6328,75936,{'Dark Wyvern': '13'},0,0
Minar Forest : Entrance to Dragon Nest,16,11,6,6,6,141,1134300,6328,37968,{'Dark Wyvern': '2(60)'},0,0
Herb Town : Isolated Swamp,36,14,40,40,60,140,1087800,7352,294080,{'Mr. Alli': '60'},0,0
Nanjing Road : Busy Street,28,13,23,26,23,140,1649895,9639,221697,"{'Bicycle Ghost': '17', 'Sign Ghost': '6'}",0,0
Partem : Keeper's Path 2,28,9,27,27,42,140,1108835,7461,201447,"{'Fettered Ruins Sentinel': '23', 'Broiling Ruins Guardian': '19'}",0,0
Partem : Keeper's Path 1,28,10,27,27,30,140,1087800,7352,198504,{'Fettered Ruins Sentinel': '30'},0,0
Nanjing Road : Eastern Hotel District,24,13,20,20,22,140,1688768,9814,196280,"{'Bicycle Ghost': '4', 'Sign Ghost': '18'}",0,0
Time Lane : Memory Lane 1,20,13,21,32,21,140,1125442,7547,158487,"{'Eye of Time': '4', 'Memory Monk': '17'}",0,0
Outskirts of Shanghai : Residential Area,22,13,22,29,23,140,1097732,6683,147026,"{'Raving Chicken': '6', 'Cuckoo Chicken': '7', 'Deranged Duck': '10'}",0,0
Herb Town : Red-Nose Pirate Den 3,17,12,16,16,18,140,1118800,7513,120208,"{'Kru': '6', 'Captain': '12'}",0,0
Herb Town : Red-Nose Pirate Den 2,20,11,16,16,21,140,1107728,7455,119280,"{'Kru': '12', 'Captain': '9'}",0,0
Herb Town : Old Swamp,21,11,16,16,21,140,1087800,7352,117632,"{'Mr. Alli': '19', 'Kru': '2'}",0,0
Herb Town : Red-Nose Pirate Den 1,19,11,14,14,17,140,1087800,7352,102928,"{'Mr. Alli': '3', 'Kru': '14'}",0,0
Korean Folk Town : Goblin House,17,8,11,15,12,140,1087800,7352,80872,{'Yellow King Goblin': '12'},0,0
Wu Tien Mountain : 1500m Up: Mountainside,17,18,7,17,7,140,1134300,6328,44296,{'Wu Tien Eagle': '2'},0,1
Wu Tien Time Attack : 1500m Up,17,18,7,17,7,140,1134300,6328,44296,{'Wu Tien Eagle': '2'},0,1
Wu Tien Mountain : 1900m Up: Mountainside,17,21,6,21,6,140,1134300,6328,37968,{'Wu Tien Eagle': '2'},0,1
Wu Tien Time Attack : 1900m Up,17,21,6,21,6,140,1134300,6328,37968,{'Wu Tien Eagle': '2'},0,1
Wu Tien Mountain : 900m Up: Mountainside,17,21,5,22,5,140,1134300,6328,31640,{'Wu Tien Eagle': '1'},0,1
Wu Tien Time Attack : 900m Up: Mountainside,17,21,5,22,5,140,1134300,6328,31640,{'Wu Tien Eagle': '1'},0,1
Herb Town : 10-Year-Old Herb Garden,38,12,40,40,74,139,1042200,7111,284440,"{'Jar': '56', 'Ginseng Jar': '18'}",0,0
Herb Town : 100-Year-Old Herb Garden,32,12,40,40,69,139,1042200,7111,284440,"{'Bellflower Root': '51', 'Sr. Bellflower Root': '18'}",0,0
Herb Town : Bellflower Valley,32,10,37,37,56,139,1042200,7111,263107,"{'Bellflower Root': '11', 'Sr. Bellflower Root': '45'}",0,0
Partem : Extra Creepy Crawly Copse 3,27,11,25,25,28,139,1042200,7111,177775,"{""Blazin' Sparkinstone Bugs"": '28'}",0,0
Crimsonheart Castle : Guardsman Crossway,25,14,21,26,21,139,1066085,7237,151977,"{'Elite Scarlet Phoenix': '10', 'Elite Azure Ocelot': '11'}",0,1
Herb Town : 60-Year-Old Herb Garden,15,10,13,13,20,139,1042200,7111,92443,"{'Ginseng Jar': '5', 'Bellflower Root': '15'}",0,0
Herb Town : 80-Year-Old Herb Garden,13,11,12,12,13,139,1042200,7111,85332,"{'Ginseng Jar': '1', 'Bellflower Root': '12'}",0,0
Herb Town : 50-Year-Old Herb Garden,13,10,11,11,13,139,1042200,7111,78221,"{'Jar': '4', 'Ginseng Jar': '9'}",0,0
Mu Lung Garden : Peach Farm 2,43,14,40,40,76,138,1000125,6836,273440,"{'Cute Reindeer': '35', 'Peach Monkey': '41'}",0,0
Mu Lung Garden : Wild Bear Area 2,40,10,40,40,72,138,1000125,6836,273440,"{'Grizzly': '29', 'Panda': '43'}",0,0
Mu Lung Garden : Goblin Forest 1,37,13,40,40,64,138,1000125,6836,273440,{'Sage Cat': '64'},0,0
Mu Lung Garden : Wild Bear Area 3,43,11,40,40,62,138,1000125,6836,273440,{'Panda': '62'},0,0
Mu Lung Garden : Peach Farm 3,38,12,40,40,60,138,1000125,6836,273440,"{'Cute Reindeer': '24', 'Peach Monkey': '36'}",0,0
Mu Lung Garden : Foggy Forest,31,11,40,40,58,138,1000125,6836,273440,"{'Cute Reindeer': '4', 'The Book Ghost': '54'}",0,0
Mu Lung Garden : Wild Bear Area 1,35,11,40,40,53,138,1000125,6836,273440,{'Grizzly': '53'},0,0
Crimsonheart Castle : Hall of the Night 2,26,13,25,25,25,138,1000125,6835,170875,{'Elite Nightshadow': '25'},0,1
Partem : Extra Creepy Crawly Copse 2,27,11,22,22,26,138,1021162,6973,153406,"{""Blazin' Log-a-Rhythmic Bugs"": '13', ""Blazin' Sparkinstone Bugs"": '13'}",0,0
Partem : Extra Creepy Crawly Copse 1,27,10,22,22,26,138,1000125,6836,150392,"{""Blazin' Log-a-Rhythmic Bugs"": '26'}",0,0
Golden Temple : Room of Suffering,17,14,20,20,23,138,1000125,6836,136720,{'Stone Goblin Guardian': '23'},0,0
Mu Lung Garden : Virtuous Forest,18,11,15,15,25,138,1000125,6836,102540,"{'The Book Ghost': '20', 'Sage Cat': '5'}",0,0
Korean Folk Town : Haunted House,19,6,12,17,12,138,1021162,6973,83676,"{'Blue King Goblin': '6', 'Green King Goblin': '6'}",0,0
Mu Lung : Goblin Forest 2,16,9,12,13,12,138,1000125,6836,82032,{'Sage Cat': '12'},0,0
Mu Lung Garden : Territory of Wandering Bear,15,9,11,11,14,138,1000125,6836,75196,{'Panda': '14'},0,0
Hidden Street : Leviathan's Canyon,8,17,12,12,17,138,1018583,5789,69468,"{'Red Wyvern': '3', 'Blue Wyvern': '6', 'Dark Wyvern': '8'}",0,0
Mu Lung Garden : Peach Farm 1,17,11,9,9,31,138,1000125,6836,61524,"{'Cute Reindeer': '6', 'Peach Monkey': '25'}",0,0
Mu Lung Garden : Deep in the Sky Forest,38,11,40,40,72,137,956250,6603,264120,{'Black Porky': '72'},0,0
Mu Lung Garden : Where the Sky Forest Ends,37,9,40,40,65,137,956250,6603,264120,{'Red Flower Serpent': '65'},0,0
Crimsonheart Castle : Hall of the Night 1,23,11,25,28,25,137,956250,6603,165075,{'Crimson Stirge': '25'},0,1
Mu Lung Garden : Sky Forest : The Trail,20,7,16,16,24,137,956250,6603,105648,{'Red Porky': '24'},0,0
Golden Temple : Ascetic Room 1,12,11,13,13,21,137,956250,6603,85839,{'Stone Goblin': '21'},0,0
Golden Temple : Ascetic Room 2,12,11,13,13,19,137,956250,6603,85839,{'Strong Stone Goblin': '19'},0,0
Korean Folk Town : Goblin Ridge,16,11,14,14,22,137,765000,5282,73948,{'Blin': '22'},0,0
Mu Lung Garden : Snake Area,15,8,11,11,21,137,956250,6603,72633,{'Blue Flower Serpent': '21'},0,0
Minar Forest : Wyvern Canyon,8,20,12,13,15,137,975075,5585,67020,"{'Red Wyvern': '5', 'Blue Wyvern': '5', 'Dark Wyvern': '5'}",0,0
Hidden Street : Blue Wyvern's Nest,8,22,12,14,12,137,956250,5502,66024,{'Blue Wyvern': '12'},0,0
El Nath : The Cave of Trials III,52,8,34,40,41,136,4578750,19107,649638,{'[*]Bain': '41'},0,0
Mu Lung : Practice Field : Normal Level,23,11,22,22,28,136,915750,6369,140118,"{'Straw Target Dummy': '12', 'Wooden Target Dummy': '16'}",0,0
Partem : Sproutstead 3,27,11,22,22,26,136,915750,6369,140118,"{""Flared Chargin' Sprout"": '26'}",0,0
Mu Lung : Practice Field : Advanced Level,20,14,21,27,21,136,915750,6369,133749,{'Wooden Target Dummy': '21'},0,0
Crimsonheart Castle : Hall of Gales 2,18,13,21,21,25,136,915750,6369,133749,{'Elite Windraider': '25'},0,1
Korean Folk Town : Fox Ridge,21,9,18,19,20,136,915750,6369,114642,{'Samiho': '20'},0,0
Mu Lung : Practice Field : Easy Level,20,6,15,17,15,136,915750,6369,95535,"{'Straw Target Dummy': '12', 'Wooden Target Dummy': '3'}",0,0
Mu Lung Garden : Entrance to Sky Forest,19,8,15,15,19,136,915750,6369,89166,{'Chipmunk': '19'},0,0
Golden Temple : Guardian Room 2,14,8,14,15,14,136,915750,6369,89166,{'Blue Goblin': '14'},0,0
Golden Temple : Guardian Room 1,14,9,14,15,14,136,915750,6369,89166,{'Blue Goblin': '14'},0,0
Hidden Street : The Hidden Dragon Tomb I,18,22,15,37,15,136,915750,5307,79605,{'Green Cornian': '15'},0,0
Korean Folk Town : Moonlight Ridge,17,8,13,15,19,136,836407,5796,75348,"{'Samiho': '9', 'Blin': '10'}",0,0
Golden Temple : Room of Trials 2,12,9,11,11,17,136,915750,6369,70059,{'Red Goblin': '17'},0,0
Golden Temple : Room of Trials 1,12,11,11,11,16,136,915750,6369,70059,{'Red Goblin': '16'},0,0
Mu Lung : Practice Field : Beginner,20,3,9,11,11,136,915750,6369,57321,{'Straw Target Dummy': '11'},0,0
Minar Forest : The Burning Forest,19,18,10,25,10,136,915750,5307,53070,{'Green Cornian': '10'},0,0
Crimsonheart Castle : Hall of Gales 1,18,14,23,23,25,135,876000,6138,141174,{'Elderwraith': '25'},0,1
Partem : Sproutstead 2,27,11,22,22,30,135,895875,6253,137566,"{""Flared Hoppin' Sprout"": '15', ""Flared Chargin' Sprout"": '15'}",0,0
Partem : Sproutstead 1,27,11,22,22,28,135,876000,6138,135036,"{""Flared Hoppin' Sprout"": '28'}",0,0
Korean Folk Town : Black Mountain <Valley>,11,12,13,13,20,135,889912,6218,80834,"{'Hogul': '13', 'Samiho': '7'}",0,0
Korean Folk Town : Tiger Ridge,20,11,10,19,15,135,876000,6138,67518,{'Hogul': '1(60)'},0,0
Minar Forest : Canyon : Crossroad,8,21,10,13,12,135,895462,5214,52140,"{'Red Wyvern': '6', 'Blue Wyvern': '6'}",0,0
El Nath : The Cave of Trials II,34,8,21,40,26,134,4188966,17785,373485,"{'[*]Cerebes': '25', '[*]Bain': '1'}",0,0
Rose Garden : Hidden Garden 3,35,8,19,19,21,134,4173375,17733,336927,{'[*] Garden Golem': '21'},0,0
